Source,Target,Type,EdgeType
knowledge:酒店,knowledge:房价,设计,知识-知识
knowledge:房价,knowledge:全国所有城市,面向,知识-知识
knowledge:房价,knowledge:某一个指定的日期,约束,知识-知识
knowledge:房价,knowledge:某个指定酒店品牌,约束,知识-知识
knowledge:用户,knowledge:携程网酒店数据,采集,知识-知识
knowledge:携程网酒店数据,knowledge:数据采集,面向,知识-知识
knowledge:携程网酒店数据,knowledge:连锁酒店,包括,知识-知识
knowledge:携程网酒店数据,knowledge:高端酒店,包括,知识-知识
knowledge:公司名字,knowledge:大气,设计风格,知识-知识
knowledge:公司名字,knowledge:有内涵,设计风格,知识-知识
knowledge:学历提升,knowledge:公司名字,面向,知识-知识
knowledge:研究生培训,knowledge:公司名字,面向,知识-知识
knowledge:商标名,knowledge:新颖,设计,知识-知识
knowledge:商标名,knowledge:有记忆点,设计,知识-知识
knowledge:商标名,knowledge:动物名,面向,知识-知识
knowledge:商标名,knowledge:水果名,面向,知识-知识
knowledge:商标名,knowledge:客户,面向,知识-知识
knowledge:公司名字,knowledge:智能公司,面向,知识-知识
knowledge:智能过滤系统,knowledge:智能公司,设计,知识-知识
knowledge:智能清洗系统,knowledge:智能公司,设计,知识-知识
knowledge:智能领域项目和业务,knowledge:智能公司,面向,知识-知识
knowledge:公司名字,knowledge:朗朗上口,设计,知识-知识
knowledge:公司名字,knowledge:便于记忆,设计,知识-知识
knowledge:公司名字,knowledge:正面积极向上,设计,知识-知识
knowledge:公司名字,knowledge:公司精神风貌,体现,知识-知识
knowledge:智能公司,knowledge:智能,寓意,知识-知识
knowledge:智能公司,knowledge:信息化,寓意,知识-知识
knowledge:智能公司,knowledge:环保,寓意,知识-知识
knowledge:智能公司,knowledge:制造业,寓意,知识-知识
knowledge:智能公司,knowledge:未来,寓意,知识-知识
knowledge:智能公司,knowledge:科技,寓意,知识-知识
knowledge:公司名称,knowledge:体现主营耳机业务,设计,知识-知识
knowledge:公司名称,knowledge:耳机数码外设公司,面向,知识-知识
knowledge:公司名称,knowledge:可注册公司,约束,知识-知识
knowledge:公司名称,knowledge:可注册商标,约束,知识-知识
knowledge:商标名字,knowledge:花茶,设计,知识-知识
knowledge:商标名字,knowledge:保健,设计,知识-知识
knowledge:商标名字,knowledge:养生,设计,知识-知识
knowledge:商标名字,knowledge:丰胸,设计,知识-知识
knowledge:商标名字,knowledge:堂字,包含,知识-知识
knowledge:unity动画,knowledge:制作,设计,知识-知识
knowledge:unity动画,knowledge:Unity,使用工具,知识-知识
knowledge:unity动画,knowledge:版权登记,需要满足,知识-知识
knowledge:样例要求,knowledge:大屏看板的背景,设计,知识-知识
knowledge:样例要求,knowledge:标题框,设计,知识-知识
knowledge:样例要求,knowledge:透明矩形区域框,设计,知识-知识
knowledge:大屏看板的背景,knowledge:替换目标,替换,知识-知识
knowledge:标题框,knowledge:替换目标,替换,知识-知识
knowledge:透明矩形区域框,knowledge:替换目标,替换,知识-知识
knowledge:LOGO,knowledge:品牌标识突出,设计,知识-知识
knowledge:LOGO,knowledge:富荐会成员,面向,知识-知识
knowledge:LOGO,knowledge:红色加灰色为设计调性,设计,知识-知识
knowledge:LOGO,knowledge:创意设计,受限于,知识-知识
knowledge:LOGO,knowledge:简洁明快,受限于,知识-知识
knowledge:LOGO,knowledge:色彩协调,受限于,知识-知识
knowledge:APP发现板块,knowledge:搜索栏,设计,知识-知识
knowledge:APP发现板块,knowledge:文字内容,设计,知识-知识
knowledge:APP发现板块,knowledge:玩法规则,设计,知识-知识
