Source,Target,Type,EdgeType
任务编号：896782,knowledge:酒店,关联,订单-知识
任务编号：896782,knowledge:房价,关联,订单-知识
任务编号：896782,knowledge:全国所有城市,关联,订单-知识
任务编号：896782,knowledge:某一个指定的日期,关联,订单-知识
任务编号：896782,knowledge:某个指定酒店品牌,关联,订单-知识
任务编号：896727,knowledge:携程网酒店数据,关联,订单-知识
任务编号：896727,knowledge:数据采集,关联,订单-知识
任务编号：896727,knowledge:用户,关联,订单-知识
任务编号：896727,knowledge:连锁酒店,关联,订单-知识
任务编号：896727,knowledge:高端酒店,关联,订单-知识
任务编号：912202,knowledge:公司名字,关联,订单-知识
任务编号：912202,knowledge:大气,关联,订单-知识
任务编号：912202,knowledge:有内涵,关联,订单-知识
任务编号：912202,knowledge:学历提升,关联,订单-知识
任务编号：912202,knowledge:研究生培训,关联,订单-知识
任务编号：890092,knowledge:商标名,关联,订单-知识
任务编号：890092,knowledge:新颖,关联,订单-知识
任务编号：890092,knowledge:有记忆点,关联,订单-知识
任务编号：890092,knowledge:动物名,关联,订单-知识
任务编号：890092,knowledge:水果名,关联,订单-知识
任务编号：890092,knowledge:客户,关联,订单-知识
任务编号：879559,knowledge:公司名字,关联,订单-知识
任务编号：879559,knowledge:智能公司,关联,订单-知识
任务编号：879559,knowledge:智能过滤系统,关联,订单-知识
任务编号：879559,knowledge:智能清洗系统,关联,订单-知识
任务编号：879559,knowledge:智能领域项目和业务,关联,订单-知识
任务编号：879559,knowledge:朗朗上口,关联,订单-知识
任务编号：879559,knowledge:便于记忆,关联,订单-知识
任务编号：879559,knowledge:正面积极向上,关联,订单-知识
任务编号：879559,knowledge:公司精神风貌,关联,订单-知识
任务编号：879559,knowledge:智能,关联,订单-知识
任务编号：879559,knowledge:信息化,关联,订单-知识
任务编号：879559,knowledge:环保,关联,订单-知识
任务编号：879559,knowledge:制造业,关联,订单-知识
任务编号：879559,knowledge:未来,关联,订单-知识
任务编号：879559,knowledge:科技,关联,订单-知识
任务编号：870227,knowledge:公司名称,关联,订单-知识
任务编号：870227,knowledge:体现主营耳机业务,关联,订单-知识
任务编号：870227,knowledge:耳机数码外设公司,关联,订单-知识
任务编号：870227,knowledge:可注册公司,关联,订单-知识
任务编号：870227,knowledge:可注册商标,关联,订单-知识
任务编号：846156,knowledge:商标名字,关联,订单-知识
任务编号：846156,knowledge:花茶,关联,订单-知识
