Source,Target,Type
knowledge:软件,knowledge:快速找到,设计
knowledge:快速找到,knowledge:粗红线,面向
knowledge:快速找到,knowledge:两格,面向
knowledge:快速找到,knowledge:一字走向的图形,面向
knowledge:SQL程序,knowledge:计算真太阳方位角,设计
knowledge:SQL程序,knowledge:计算月亮方位角,设计
knowledge:北京时间,knowledge:SQL程序,存储
knowledge:太阳角度,knowledge:SQL程序,存储
knowledge:月亮角度,knowledge:SQL程序,存储
knowledge:业务模型,knowledge:机器学习模型,设计
knowledge:业务模型,knowledge:接口封装,设计
knowledge:业务模型,knowledge:测试,设计
knowledge:业务模型,knowledge:机器学习算法库,使用
knowledge:交付周期,knowledge:业务模型,约束
knowledge:教室人数统计,knowledge:人头计数,设计
knowledge:斜率和趋势,knowledge:趋势强弱指数,需要
knowledge:多语言语音识别系统,knowledge:语音识别,设计
knowledge:3D数字人,knowledge:高级交互能力,设计
knowledge:3D数字人,knowledge:用户互动体验,增强
knowledge:3D数字人,knowledge:展厅,面向
knowledge:3D数字人,knowledge:教育,面向
knowledge:3D数字人,knowledge:医疗,面向
knowledge:3D数字人,knowledge:自然语言实时对话,具备
knowledge:3D数字人,knowledge:标准动作,具备
knowledge:3D数字人,knowledge:知识库,构建
knowledge:3D数字人,knowledge:图像采集,利用
knowledge:3D数字人,knowledge:语音指令,接收
knowledge:自然语言实时对话,knowledge:多轮对话,支持
knowledge:自然语言实时对话,knowledge:情感识别能力,包含
knowledge:知识库,knowledge:知识库构建,需要
knowledge:知识库,knowledge:知识库维护,需要
knowledge:安卓设备,knowledge:图像采集,进行
knowledge:高精度建模,knowledge:Blender,使用
knowledge:高精度建模,knowledge:Unity3D,使用
knowledge:知识库,knowledge:LLM大语言模型,基于
knowledge:语音识别,knowledge:字幕生成工具,设计
knowledge:商标,knowledge:有色金属熔炼用坩埚,面向
knowledge:名称,knowledge:上档次,设计
knowledge:商标,knowledge:名称,设计
knowledge:小程序首页UI,knowledge:UI设计,设计
knowledge:小程序首页UI,knowledge:优化,面向
knowledge:UI设计,knowledge:竞品UI界面,参考
knowledge:数字人公司,knowledge:用户个人形象,面向
knowledge:数字人公司,knowledge:爆款视频,通过
