Source,Target,Type,EdgeType
任务编号：967065,knowledge:处理订单网站开发,关联,订单-知识
任务编号：967065,knowledge:数据入录和保存,关联,订单-知识
任务编号：963071,knowledge:数据采集,关联,订单-知识
任务编号：963071,knowledge:客户信息,关联,订单-知识
任务编号：963071,knowledge:定制家具的生产厂商,关联,订单-知识
任务编号：963071,knowledge:加拿大安大略省,关联,订单-知识
任务编号：963071,knowledge:Google搜索,关联,订单-知识
任务编号：963071,knowledge:英文阅读能力,关联,订单-知识
任务编号：963071,knowledge:a,关联,订单-知识
任务编号：963071,knowledge:元,关联,订单-知识
任务编号：963071,knowledge:条,关联,订单-知识
任务编号：972472,knowledge:数据库,关联,订单-知识
任务编号：972472,knowledge:字段,关联,订单-知识
任务编号：972472,knowledge:导出数据,关联,订单-知识
任务编号：972472,knowledge:id,关联,订单-知识
任务编号：972472,knowledge:空值,关联,订单-知识
任务编号：972472,knowledge:内网,关联,订单-知识
任务编号：972472,knowledge:语句,关联,订单-知识
任务编号：972472,knowledge:指导,关联,订单-知识
任务编号：972472,knowledge:修改,关联,订单-知识
任务编号：951510,knowledge:百度爱采购商家信息,关联,订单-知识
任务编号：951510,knowledge:信息采集,关联,订单-知识
任务编号：951510,knowledge:电话号码,关联,订单-知识
任务编号：951510,knowledge:区域,关联,订单-知识
任务编号：951510,knowledge:关键词筛选,关联,订单-知识
任务编号：927793,knowledge:中国商标网,关联,订单-知识
任务编号：927793,knowledge:防采集机制,关联,订单-知识
任务编号：927793,knowledge:采集经验,关联,订单-知识
任务编号：927793,knowledge:相关技术能力,关联,订单-知识
任务编号：921567,knowledge:网页开奖数据,关联,订单-知识
任务编号：921567,knowledge:自动抓取,关联,订单-知识
任务编号：921567,knowledge:黄先生,关联,订单-知识
任务编号：921567,knowledge:不限地区,关联,订单-知识
任务编号：921567,knowledge:保存到txt,关联,订单-知识
任务编号：921567,knowledge:删掉多余的期数,关联,订单-知识
任务编号：928369,knowledge:现有网页设计图,关联,订单-知识
任务编号：928369,knowledge:美化,关联,订单-知识
任务编号：928369,knowledge:优化完善设计,关联,订单-知识
任务编号：928369,knowledge:大框架已定,关联,订单-知识
任务编号：924078,knowledge:微信小程序,关联,订单-知识
任务编号：924078,knowledge:社交平台,关联,订单-知识
任务编号：924078,knowledge:年轻人,关联,订单-知识
任务编号：913700,knowledge:微信小程序,关联,订单-知识
任务编号：913700,knowledge:功能测试,关联,订单-知识
任务编号：913700,knowledge:bug,关联,订单-知识
任务编号：913700,knowledge:截图,关联,订单-知识
任务编号：913700,knowledge:文字说明,关联,订单-知识
任务编号：913700,knowledge:文档,关联,订单-知识
任务编号：977053,knowledge:艺术类在线培训系统,关联,订单-知识
任务编号：977053,knowledge:直播,关联,订单-知识
任务编号：977053,knowledge:录播课程,关联,订单-知识
任务编号：977053,knowledge:白板功能,关联,订单-知识
任务编号：977053,knowledge:转发分享,关联,订单-知识
任务编号：977053,knowledge:线上教育系统,关联,订单-知识
任务编号：976842,knowledge:一体化电商平台,关联,订单-知识
任务编号：976842,knowledge:质保承接单位,关联,订单-知识
任务编号：976771,knowledge:网站前端,关联,订单-知识
任务编号：976758,knowledge:安卓机顶盒app,关联,订单-知识
任务编号：976758,knowledge:技术到位,关联,订单-知识
任务编号：976758,knowledge:app开发者,关联,订单-知识
任务编号：976680,knowledge:电商网站,关联,订单-知识
任务编号：976680,knowledge:ERP微信小程序,关联,订单-知识
任务编号：976680,knowledge:批量上架,关联,订单-知识
任务编号：976680,knowledge:批量下架,关联,订单-知识
任务编号：976680,knowledge:图片非必填,关联,订单-知识
任务编号：976680,knowledge:上传已支付凭证,关联,订单-知识
任务编号：976680,knowledge:上传已到货凭证,关联,订单-知识
任务编号：976680,knowledge:订单详情查看,关联,订单-知识
任务编号：976680,knowledge:订单导出,关联,订单-知识
任务编号：976680,knowledge:时间段,关联,订单-知识
任务编号：976680,knowledge:毛利额,关联,订单-知识
任务编号：976680,knowledge:净利额,关联,订单-知识
任务编号：976680,knowledge:毛利率,关联,订单-知识
任务编号：976680,knowledge:净利率,关联,订单-知识
任务编号：976680,knowledge:必填项,关联,订单-知识
任务编号：976680,knowledge:后台,关联,订单-知识
任务编号：976680,knowledge:管理员,关联,订单-知识
任务编号：976528,knowledge:crm系统,关联,订单-知识
任务编号：976528,knowledge:短信功能,关联,订单-知识
任务编号：976528,knowledge:阿里云,关联,订单-知识
任务编号：976333,knowledge:狮子鱼小程序,关联,订单-知识
任务编号：976333,knowledge:功能,关联,订单-知识
任务编号：976333,knowledge:前端页面,关联,订单-知识
任务编号：976333,knowledge:后端页面,关联,订单-知识
任务编号：976333,knowledge:简单改动,关联,订单-知识
任务编号：976289,knowledge:小程序,关联,订单-知识
任务编号：976289,knowledge:升级,关联,订单-知识
任务编号：976289,knowledge:费用走威客平台,关联,订单-知识
任务编号：975977,knowledge:微信小程序,关联,订单-知识
任务编号：975977,knowledge:后台管理系统,关联,订单-知识
任务编号：975977,knowledge:UI符合现代审美,关联,订单-知识
任务编号：975977,knowledge:宠物护理服务平台,关联,订单-知识
任务编号：975977,knowledge:宠物清洁,关联,订单-知识
任务编号：975977,knowledge:宠物美容,关联,订单-知识
任务编号：975977,knowledge:Java,关联,订单-知识
任务编号：975977,knowledge:MySQL数据库,关联,订单-知识
任务编号：975977,knowledge:远程部署,关联,订单-知识
任务编号：975600,knowledge:企业官网,关联,订单-知识
任务编号：975600,knowledge:建设,关联,订单-知识
任务编号：975599,knowledge:企业网站,关联,订单-知识
任务编号：975599,knowledge:城市分站系统,关联,订单-知识
任务编号：975599,knowledge:TP框架,关联,订单-知识
任务编号：975599,knowledge:独立后台地址,关联,订单-知识
任务编号：975599,knowledge:设计图,关联,订单-知识
任务编号：975599,knowledge:源码模板,关联,订单-知识
任务编号：975574,knowledge:游戏开发,关联,订单-知识
任务编号：975574,knowledge:木头人游戏,关联,订单-知识
任务编号：975574,knowledge:开房间形式,关联,订单-知识
任务编号：975574,knowledge:淘汰制度,关联,订单-知识
任务编号：975574,knowledge:在线注册需要后台审核,关联,订单-知识
任务编号：975574,knowledge:手机号码注册需要后台审核,关联,订单-知识
任务编号：975574,knowledge:在线玩家,关联,订单-知识
任务编号：975450,knowledge:公司的网站开发,关联,订单-知识
任务编号：975450,knowledge:套用模板,关联,订单-知识
任务编号：975450,knowledge:阿里,关联,订单-知识
任务编号：975450,knowledge:域名,关联,订单-知识
任务编号：975422,knowledge:网站,关联,订单-知识
任务编号：975422,knowledge:后台管理,关联,订单-知识
任务编号：975422,knowledge:源码,关联,订单-知识
