id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
MongoDB,MongoDB,2019,2015,0,1.0,1,4000.0,3000.0,3000.0
餐饮行业logo,餐饮行业logo,2019,2018,0,19.0,6,5798.0,4798.0,799.6666666666666
简洁大气上档次,简洁大气上档次,2019,2016,0,3.0,4,2000.0,2000.0,500.0
胸牌,胸牌,2019,2014,0,6.0,7,4200.0,4099.0,585.5714285714286
工作证,工作证,2019,2014,0,12.0,4,4350.0,4350.0,1087.5
笔记本,笔记本,2019,2014,0,1.0,1,1000.0,1000.0,1000.0
广告宣传,广告宣传,2019,2016,0,4.0,6,176500.0,176500.0,29416.666666666668
包装纸盒,包装纸盒,2019,2016,0,1.0,1,1000.0,1000.0,1000.0
手册,手册,2019,2016,0,6.0,4,17500.0,17500.0,4375.0
工作服,工作服,2019,2014,0,12.0,6,10100.0,8600.0,1433.3333333333333
酒店管理公司LOGO,酒店管理公司LOGO,2019,2017,0,6.0,1,500.0,500.0,500.0
文化传媒公司LOGO,文化传媒公司LOGO,2019,2016,0,7.0,1,500.0,500.0,500.0
文字LOGO,文字LOGO,2019,2015,0,4.0,2,1000.0,1000.0,500.0
插画设计,插画设计,2019,2014,0,25.0,19,107150.0,106180.0,5588.421052631579
记得住,记得住,2019,2018,0,1.0,1,500.0,500.0,500.0
公司产品特色,公司产品特色,2019,2018,0,1.0,1,500.0,500.0,500.0
人物化,人物化,2019,2018,0,1.0,1,500.0,500.0,500.0
生活化,生活化,2019,2017,0,1.0,1,500.0,500.0,500.0
PS文件,PS文件,2019,2015,0,0.0,1,3000.0,3000.0,3000.0
行业性质,行业性质,2019,2016,0,7.0,6,5380.0,5380.0,896.6666666666666
矿泉水瓶型,矿泉水瓶型,2019,2016,0,3.0,1,1500.0,1500.0,1500.0
瓶贴,瓶贴,2019,2015,0,13.0,10,17736.0,15736.0,1573.6
中高端市场,中高端市场,2019,2015,0,1.0,1,1500.0,1500.0,1500.0
蓝色为主,蓝色为主,2019,2016,0,1.0,1,600.0,600.0,600.0
高级感,高级感,2019,2017,0,3.0,3,2500.0,2500.0,833.3333333333334
运动人士,运动人士,2019,2017,0,2.0,2,2000.0,2000.0,1000.0
前卫,前卫,2019,2014,0,1.0,2,1500.0,1500.0,750.0
进出口,进出口,2019,2017,0,1.0,1,500.0,500.0,500.0
mm,mm,2019,2015,0,2.0,2,800.0,800.0,400.0
简洁美观大方,简洁美观大方,2019,2018,0,1.0,1,500.0,500.0,500.0
门头应用,门头应用,2019,2017,0,2.0,2,1000.0,1000.0,500.0
大米包装袋,大米包装袋,2019,2016,0,3.0,1,500.0,500.0,500.0
创新性,创新性,2019,2015,0,1.0,1,300.0,300.0,300.0
珠宝工作室,珠宝工作室,2019,2017,0,1.0,1,500.0,500.0,500.0
私人订制,私人订制,2019,2015,0,1.0,1,500.0,500.0,500.0
翡翠,翡翠,2019,2015,0,0.0,1,500.0,500.0,500.0
黄金,黄金,2019,2015,0,0.0,1,500.0,500.0,500.0
logo商标,logo商标,2019,2015,0,14.0,2,2000.0,1100.0,550.0
简化,简化,2019,2016,0,2.0,3,2000.0,2000.0,666.6666666666666
网络科技公司logo,网络科技公司logo,2019,2016,0,15.0,2,1500.0,1500.0,750.0
餐饮配送,餐饮配送,2019,2016,0,4.0,3,37680.0,37680.0,12560.0
PPT模板,PPT模板,2019,2014,0,17.0,12,10002.0,9352.0,779.3333333333334
名片模板,名片模板,2019,2015,0,1.0,1,4000.0,4000.0,4000.0
少儿美术,少儿美术,2019,2018,0,1.0,1,500.0,500.0,500.0
体现发展理念,体现发展理念,2019,2017,0,1.0,1,4000.0,4000.0,4000.0
贸易公司LOGO,贸易公司LOGO,2019,2016,0,15.0,3,2000.0,2000.0,666.6666666666666
突出行业性质,突出行业性质,2019,2017,0,1.0,1,500.0,500.0,500.0
视觉识别性强,视觉识别性强,2019,2014,0,1.0,1,2000.0,2000.0,2000.0
实用性强,实用性强,2019,2018,0,1.0,1,2000.0,2000.0,2000.0
牌匾,牌匾,2019,2014,0,10.0,2,900.0,900.0,450.0
突出餐饮品牌元素,突出餐饮品牌元素,2019,2014,0,5.0,4,2100.0,2100.0,525.0
独立完整知识产权,独立完整知识产权,2019,2014,0,1.0,1,500.0,500.0,500.0
全球华人,全球华人,2019,2014,0,1.0,1,500.0,500.0,500.0
面条,面条,2019,2017,0,1.0,2,1000.0,1000.0,500.0
字画,字画,2019,2014,0,0.0,1,500.0,500.0,500.0
简单清晰,简单清晰,2019,2016,0,5.0,2,800.0,800.0,400.0
有艺术气息,有艺术气息,2019,2015,0,1.0,1,500.0,500.0,500.0
圆形设计,圆形设计,2019,2016,0,1.0,1,4000.0,4000.0,4000.0
设计效果图,设计效果图,2019,2015,0,5.0,4,27300.0,27300.0,6825.0
原图,原图,2019,2015,0,1.0,1,300.0,300.0,300.0
润滑油,润滑油,2019,2014,0,1.0,1,500.0,500.0,500.0
灰,灰,2019,2014,0,2.0,2,7500.0,7500.0,3750.0
作品可以注册商标,作品可以注册商标,2019,2018,0,1.0,1,500.0,500.0,500.0
阳刚,阳刚,2019,2014,0,1.0,1,1500.0,1500.0,1500.0
国际风范,国际风范,2019,2015,0,1.0,1,800.0,800.0,800.0
蓝色主题,蓝色主题,2019,2018,0,1.0,1,1200.0,1200.0,1200.0
颜色总数量不超过两种,颜色总数量不超过两种,2019,2018,0,1.0,1,1200.0,1200.0,1200.0
大气美观,大气美观,2019,2015,0,6.0,5,3100.0,3100.0,620.0
构思新颖,构思新颖,2019,2014,0,1.0,1,1000.0,1000.0,1000.0
房产销售,房产销售,2019,2017,0,3.0,2,20100.0,20100.0,10050.0
DM单设计,DM单设计,2019,2015,0,1.0,1,300.0,300.0,300.0
DM单,DM单,2019,2015,0,0.0,1,300.0,300.0,300.0
啤酒LOGO,啤酒LOGO,2019,2016,0,2.0,1,500.0,500.0,500.0
女装,女装,2019,2014,0,2.0,2,1100.0,1100.0,550.0
有立体感,有立体感,2019,2017,0,3.0,1,500.0,500.0,500.0
招牌设计,招牌设计,2019,2014,0,2.0,2,28500.0,28500.0,14250.0
优化升级,优化升级,2019,2016,0,2.0,2,12500.0,12500.0,6250.0
中英文版本,中英文版本,2019,2015,0,1.0,1,3000.0,3000.0,3000.0
设计师自由构思,设计师自由构思,2019,2017,0,1.0,1,1000.0,1000.0,1000.0
稳重大气,稳重大气,2019,2015,0,2.0,2,880.0,880.0,440.0
图文商标,图文商标,2019,2016,0,1.0,1,500.0,500.0,500.0
五金交电,五金交电,2019,2017,0,1.0,1,500.0,500.0,500.0
开关,开关,2019,2017,0,1.0,1,500.0,500.0,500.0
节能产品,节能产品,2019,2015,0,1.0,1,500.0,500.0,500.0
智能家居产品,智能家居产品,2019,2014,0,1.0,1,500.0,500.0,500.0
生产和销售,生产和销售,2019,2015,0,1.0,1,500.0,500.0,500.0
招商,招商,2019,2014,0,10.0,12,51200.0,51200.0,4266.666666666667
单色,单色,2019,2015,0,3.0,4,2100.0,2100.0,525.0
简洁干净,简洁干净,2019,2014,0,1.0,1,500.0,500.0,500.0
保健品包装设计,保健品包装设计,2019,2017,0,1.0,1,1000.0,1000.0,1000.0
口腔诊所logo,口腔诊所logo,2019,2015,0,9.0,1,800.0,800.0,800.0
风水元素,风水元素,2019,2015,0,1.0,1,500.0,500.0,500.0
节能,节能,2019,2014,0,1.0,2,1000.0,1000.0,500.0
