id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
设计,设计,2019,2014,0,769.0,1671,11933809.0,11909657.0,7127.263315380012
开发,开发,2019,2014,0,664.0,1321,35221064.0,35158452.0,26615.028009084028
原创,原创,2019,2014,0,721.0,1100,920031.0,899133.0,817.3936363636363
logo设计,logo设计,2019,2014,0,927.0,1024,4771189.0,4743760.0,4632.578125
软件开发,软件开发,2019,2014,0,350.0,920,31875756.0,31855756.0,34625.821739130435
APP开发,APP开发,2019,2014,0,435.0,627,19310521.0,19253421.0,30707.21052631579
app开发,app开发,2019,2014,0,208.0,623,22747510.0,22747510.0,36512.857142857145
LOGO设计,LOGO设计,2019,2014,0,1301.0,619,1060059.0,1032498.0,1668.0096930533118
小程序,小程序,2019,2014,0,646.0,617,8810753.0,8763013.0,14202.614262560777
简洁,简洁,2019,2014,0,391.0,546,436593.0,418030.0,765.6227106227107
大气,大气,2019,2014,0,386.0,538,399666.0,384032.0,713.8141263940521
小程序开发,小程序开发,2019,2014,0,292.0,535,9894142.0,9885742.0,18478.02242990654
微信小程序,微信小程序,2019,2016,0,242.0,534,11488156.0,11479122.0,21496.483146067414
知识产权,知识产权,2019,2014,0,321.0,510,451104.0,435269.0,853.4686274509804
微信公众号,微信公众号,2019,2014,0,196.0,465,9782316.0,9776136.0,21023.948387096774
网站开发,网站开发,2019,2014,0,187.0,457,10295301.0,10291801.0,22520.352297593
二期,二期,2019,2014,0,352.0,452,15567441.0,15566441.0,34439.02876106195
包装设计,包装设计,2019,2014,0,313.0,375,2348297.0,2341065.0,6242.84
LOGO,LOGO,2019,2014,0,1014.0,354,570669.0,558504.0,1577.6949152542372
视觉冲击力,视觉冲击力,2019,2014,0,269.0,336,261878.0,250132.0,744.4404761904761
