id,Name,year,first_year,is_new_this_year,degree_kk,order_count,demand_sum,trans_sum,avg_trans_per_order
AI格式原文件,AI格式原文件,2017,2015,0,0.0,1,3000.0,3000.0,3000.0
语言,语言,2017,2015,0,2.0,2,200.0,200.0,100.0
瓶子,瓶子,2017,2014,0,1.0,1,1700.0,1700.0,1700.0
广告语,广告语,2017,2014,0,83.0,35,17940.0,17440.0,498.2857142857143
垂直电商,垂直电商,2017,2016,0,1.0,2,42700.0,42700.0,21350.0
大图设计,大图设计,2017,2016,0,1.0,1,3500.0,3500.0,3500.0
产品文案,产品文案,2017,2015,0,6.0,5,38371.0,37771.0,7554.2
贪吃蛇,贪吃蛇,2017,2016,0,0.0,1,50000.0,50000.0,50000.0
网站取名,网站取名,2017,2015,0,4.0,1,200.0,200.0,200.0
安卓应用,安卓应用,2017,2014,0,10.0,12,494200.0,494200.0,41183.333333333336
slogan,slogan,2017,2015,0,4.0,4,2200.0,2200.0,550.0
微擎,微擎,2017,2016,0,7.0,4,84500.0,84500.0,21125.0
公众号文案,公众号文案,2017,2016,0,1.0,1,1000.0,700.0,700.0
清晰明了,清晰明了,2017,2015,0,1.0,1,600.0,600.0,600.0
朗朗上口,朗朗上口,2017,2014,0,57.0,65,15380.0,15380.0,236.6153846153846
家庭用户,家庭用户,2017,2014,0,2.0,2,300.0,300.0,150.0
中英文用户,中英文用户,2017,2014,0,1.0,1,500.0,500.0,500.0
公司活动,公司活动,2017,2014,0,3.0,2,40000.0,40000.0,20000.0
礼品公司,礼品公司,2017,2015,0,3.0,2,26000.0,26000.0,13000.0
产品功能介绍,产品功能介绍,2017,2015,0,1.0,2,8500.0,6700.0,3350.0
急件,急件,2017,2014,0,0.0,1,300.0,300.0,300.0
PS修图,PS修图,2017,2014,0,1.0,2,13830.0,13830.0,6915.0
剧本,剧本,2017,2014,0,6.0,1,600.0,600.0,600.0
英文商标,英文商标,2017,2015,0,9.0,4,1260.0,1260.0,315.0
洋气,洋气,2017,2014,0,11.0,10,4660.0,4660.0,466.0
项目款,项目款,2017,2016,0,1.0,1,20000.0,20000.0,20000.0
品牌取名,品牌取名,2017,2014,0,147.0,47,39228.0,39228.0,834.6382978723404
老年人,老年人,2017,2015,0,3.0,3,1460.0,1460.0,486.6666666666667
能注册商标,能注册商标,2017,2014,0,11.0,12,5236.0,5236.0,436.3333333333333
中英文网站,中英文网站,2017,2015,0,4.0,3,32415.0,32415.0,10805.0
宣传软文,宣传软文,2017,2015,0,2.0,3,17298.0,17298.0,5766.0
名字,名字,2017,2014,0,99.0,18,3598.0,3598.0,199.88888888888889
中文名字,中文名字,2017,2015,0,3.0,2,300.0,300.0,150.0
仿照设计,仿照设计,2017,2014,0,4.0,3,76000.0,76000.0,25333.333333333332
英文两种名称,英文两种名称,2017,2015,0,7.0,6,2360.0,2360.0,393.3333333333333
中,中,2017,2014,0,14.0,12,5710.0,5710.0,475.8333333333333
有创意但不失稳重,有创意但不失稳重,2017,2014,0,29.0,30,8169.0,8169.0,272.3
文雅,文雅,2017,2014,0,40.0,40,9146.0,9146.0,228.65
易记,易记,2017,2014,0,110.0,113,39989.0,39989.0,353.88495575221236
名称响亮,名称响亮,2017,2014,0,46.0,44,10909.0,10909.0,247.9318181818182
学生管理,学生管理,2017,2016,0,8.0,3,138000.0,138000.0,46000.0
健康科技公司LOGO,健康科技公司LOGO,2017,2015,0,9.0,1,500.0,500.0,500.0
家庭亲子,家庭亲子,2017,2016,0,1.0,1,520.0,520.0,520.0
家政行业,家政行业,2017,2015,0,1.0,1,500.0,500.0,500.0
ios客户端,ios客户端,2017,2015,0,1.0,1,20000.0,20000.0,20000.0
恶搞,恶搞,2017,2015,0,0.0,1,520.0,520.0,520.0
教育品牌,教育品牌,2017,2015,0,18.0,4,3358.0,3358.0,839.5
原创要求,原创要求,2017,2014,0,3.0,3,1200.0,1200.0,400.0
大数据,大数据,2017,2015,0,3.0,4,6400.0,6400.0,1600.0
物联网,物联网,2017,2015,0,6.0,5,81400.0,81400.0,16280.0
人工智能,人工智能,2017,2016,0,1.0,1,100.0,100.0,100.0
变形文字组合,变形文字组合,2017,2016,0,1.0,1,520.0,520.0,520.0
logo设计,logo设计,2017,2014,0,466.0,560,1949468.0,1946265.0,3475.473214285714
公司取名,公司取名,2017,2014,0,14.0,4,30909.0,30909.0,7727.25
信息科技公司,信息科技公司,2017,2014,0,9.0,2,1060.0,1060.0,530.0
旅游管理,旅游管理,2017,2014,0,1.0,1,3000.0,3000.0,3000.0
文案策划,文案策划,2017,2014,0,15.0,12,236253.0,235853.0,19654.416666666668
小商场,小商场,2017,2016,0,1.0,1,50000.0,50000.0,50000.0
提供源文件,提供源文件,2017,2015,0,2.0,4,2200.0,2200.0,550.0
一套,一套,2017,2015,0,2.0,2,15800.0,15800.0,7900.0
生物科技,生物科技,2017,2015,0,6.0,4,66258.0,66258.0,16564.5
音译,音译,2017,2015,0,2.0,2,600.0,600.0,300.0
文化传媒行业,文化传媒行业,2017,2015,0,3.0,4,2000.0,2000.0,500.0
商业计划书撰写,商业计划书撰写,2017,2015,0,3.0,2,7500.0,6500.0,3250.0
中文商标,中文商标,2017,2015,0,7.0,3,860.0,860.0,286.6666666666667
