Source,Target,Type
knowledge:公司名称设计,knowledge:商贸公司,面向
knowledge:公司名称设计,knowledge:消费者,吸引
knowledge:公司名称设计,knowledge:外国人,适合
knowledge:公司名称设计,knowledge:富有时代感,风格
knowledge:公司名称设计,knowledge:简短明快,要求
knowledge:公司名称设计,knowledge:易于记忆,要求
knowledge:公司名称设计,knowledge:不与其他公司名称混淆,要求
knowledge:公司名称设计,knowledge:音、形、意的完美结合,要求
knowledge:投资公司名称,knowledge:大气,设计
knowledge:投资公司名称,knowledge:喜气,设计
knowledge:投资公司名称,knowledge:核名通过,设计要求
knowledge:投资公司名称,knowledge:3-4个字,物理约束
knowledge:投资公司名称,knowledge:北京注册,物理约束
knowledge:法律审核,knowledge:加盟合同,面向
knowledge:16000余字,knowledge:商务合同,限制
knowledge:按结构草图设计,knowledge:公司官方网站首页,面向
knowledge:自由设计,knowledge:公司官方网站首页,面向
knowledge:公司LOGO,knowledge:公司官方网站首页,使用
knowledge:OAO概念LOGO,knowledge:公司官方网站首页,使用
knowledge:草图,knowledge:按结构草图设计,依据
knowledge:网站BANNER,knowledge:国际用户,面向
knowledge:国际商务网站,knowledge:网站BANNER,风格影响
knowledge:首页改版设计,knowledge:网站UI设计,面向
knowledge:网址导航的网站页面效果图,knowledge:页面简洁,设计
knowledge:网址导航的网站页面效果图,knowledge:风格清新,设计
knowledge:短一点网站,knowledge:网址导航的网站页面效果图,面向
knowledge:网址导航的网站页面效果图,knowledge:扁平化设计,采用
knowledge:网址导航的网站页面效果图,knowledge:HTML5前端,使用
knowledge:网址导航的网站页面效果图,knowledge:纯设计7~15天,限制为
knowledge:网址导航的网站页面效果图,knowledge:设计+HTML5前端 15~30天,限制为
knowledge:网址导航的网站页面效果图,knowledge:无需提供PSD源文件,遵循
knowledge:页面重新设计,knowledge:手机端用户,面向
knowledge:主题重新设计,knowledge:CSS,需要
knowledge:APP界面设计,knowledge:翔图app,设计
knowledge:APP界面设计,knowledge:主页设计,包含
knowledge:APP界面设计,knowledge:分页设计,包含
knowledge:主页设计,knowledge:8个功能菜单,包含
knowledge:主页设计,knowledge:翔图馆藏查询框,包含
knowledge:APP界面设计,knowledge:书香气息,风格
knowledge:APP界面设计,knowledge:科技感,风格
knowledge:APP界面设计,knowledge:色调协调,设计要求
knowledge:综合服务平台,knowledge:翔图app用户,面向
knowledge:UI界面,knowledge:触摸屏软件,设计
knowledge:UI界面,knowledge:潮流,面向
knowledge:UI界面,knowledge:美观,面向
knowledge:APP界面,knowledge:页面设计,设计
knowledge:图片,knowledge:宽950像素 高600像素以上,约束
knowledge:图片,knowledge:原始无字,约束
knowledge:网站首页,knowledge:功能型网站,设计
knowledge:幼教企业,knowledge:网站首页,面向
knowledge:网站首页,knowledge:logo,包含
knowledge:网站首页,knowledge:宣传语,包含
knowledge:网站首页,knowledge:卡通形象,包含
knowledge:网站首页,knowledge:二维码,包含
knowledge:网站首页,knowledge:会员登录按钮,包含
knowledge:网站首页,knowledge:导航,包含
knowledge:导航,knowledge:首页,包含
knowledge:导航,knowledge:幼生小资讯,包含
knowledge:导航,knowledge:升学宝典,包含
knowledge:导航,knowledge:科学早教,包含
knowledge:导航,knowledge:产品体验,包含
knowledge:导航,knowledge:优粉会,包含
knowledge:导航,knowledge:品牌故事,包含
knowledge:导航,knowledge:商城,包含
knowledge:网站首页,knowledge:bannner,包含
knowledge:网站首页,knowledge:文章列表,包含
knowledge:优粉会,knowledge:调查问卷,作为
knowledge:产品体验,knowledge:视频,作为
knowledge:网站首页,knowledge:产品列表,包含
knowledge:网站首页,knowledge:底部导航,包含
knowledge:网站首页,knowledge:精致,要求
knowledge:网站首页,knowledge:视觉穿透力,要求
knowledge:网页,knowledge:配色,设计
knowledge:配色,knowledge:客户,面向
knowledge:配色优化,knowledge:框架,约束
knowledge:系统登录页面,knowledge:系统名称,包含
knowledge:系统登录页面,knowledge:登录框,包含
knowledge:登录框,knowledge:提示信息的显示方式,提供
knowledge:系统登录页面,knowledge:主体色调,应用
knowledge:制作标志,knowledge:标志,设计
knowledge:标志,knowledge:白金色,设计风格
knowledge:物流网站,knowledge:PC网站,设计
knowledge:物流网站,knowledge:微官网,设计
knowledge:PC网站,knowledge:公司介绍,包含
knowledge:PC网站,knowledge:新闻中心,包含
knowledge:PC网站,knowledge:服务项目,包含
knowledge:PC网站,knowledge:运输线路,包含
knowledge:PC网站,knowledge:形象展示,包含
knowledge:微官网,knowledge:单号查询,包含
knowledge:微官网,knowledge:我要发货,包含
knowledge:微官网,knowledge:评价投诉,包含
knowledge:微官网,knowledge:加盟我司,包含
knowledge:物流网站,knowledge:四个页面,组成
knowledge:采集软件APP开启图标,knowledge:软件UI设计,设计
knowledge:开启按钮,knowledge:采集软件APP开启图标,设计
knowledge:图标,knowledge:题头颜色和大小,设计
knowledge:图标,knowledge:下方文字,去掉
knowledge:邮箱聊软件界面,knowledge:软件图标设计,设计
knowledge:邮箱聊软件界面,knowledge:软件开发人员,面向
knowledge:邮箱聊软件界面,knowledge:简洁,符合
knowledge:邮箱聊软件界面,knowledge:轻松,符合
knowledge:邮箱聊软件界面,knowledge:人性化,符合
knowledge:邮箱聊软件界面,knowledge:软件开发人员能把设计的软件平面实现,符合
knowledge:邮箱聊软件界面,knowledge:颜色建议用邮箱聊图标的背景色(rgb #72AAD6),符合
knowledge:邮箱聊软件界面,knowledge:查看我司的APP现有的软件界面,参考
knowledge:公司官网banner图,knowledge:大气,设计
knowledge:公司官网banner图,knowledge:大方,设计
knowledge:公司官网banner图,knowledge:简洁,设计
knowledge:公司官网banner图,knowledge:Photoshop,使用工具
knowledge:公司官网banner图,knowledge:潜在客户,面向
knowledge:公司官网banner图,knowledge:符合公司产品属性,满足
knowledge:公司官网banner图,knowledge:www.i-wingo.com,应用于
knowledge:网站频道页面,knowledge:创意,设计
knowledge:网站频道页面,knowledge:div+css+js+ps制作,面向
knowledge:网站频道页面,knowledge:设计团队或者个人,面向
knowledge:网站频道页面,knowledge:生动,设计
knowledge:公司网页,knowledge:效果图排版大气,设计
knowledge:效果图排版大气,knowledge:吸引人眼球,面向
knowledge:房产APP,knowledge:首页界面,设计
knowledge:房产APP,knowledge:发布出租房页面,设计
knowledge:首页界面,knowledge:简洁,面向
knowledge:首页界面,knowledge:美观,面向
knowledge:首页界面,knowledge:时尚,面向
knowledge:发布出租房页面,knowledge:简洁,面向
knowledge:发布出租房页面,knowledge:美观,面向
knowledge:发布出租房页面,knowledge:时尚,面向
knowledge:房产APP,knowledge:长期合作,约束
knowledge:切图,knowledge:网站UI设计,设计
knowledge:企业官网,knowledge:网站手机版,设计
knowledge:企业官网,knowledge:think php网站,使用工具
knowledge:网站手机版,knowledge:手机自适应,功能实现
knowledge:企业官网,knowledge:数据同步,功能实现
knowledge:网站手机版,knowledge:页面不多,设计要求
knowledge:企业官网,knowledge:一品交易,交易要求
knowledge:企业官网,knowledge:其他担保交易方式,交易建议
knowledge:企业官网,knowledge:预付款免谈,交易约束
knowledge:企业官网,knowledge:付定金免谈,交易约束
knowledge:前端动效制作,knowledge:企业官网,设计
knowledge:前端动效制作,knowledge:UI设计图,基于
knowledge:APP界面,knowledge:美化,设计
knowledge:APP界面,knowledge:用户,面向
knowledge:美化,knowledge:WeX5,使用工具
knowledge:美化,knowledge:CSS,使用工具
knowledge:美化,knowledge:html,使用工具
knowledge:美化,knowledge:bootstrap,使用工具
knowledge:美化,knowledge:预算1-3K,受限于
knowledge:美化,knowledge:html+css,依据标准
knowledge:企业官网,knowledge:网站建设,设计
