ID,Name,Type,[z]
knowledge:#af1314,#af1314,知识,0
knowledge:.NET,.NET,知识,0
knowledge:.NET技术,.NET技术,知识,0
knowledge:.NET程序开发,.NET程序开发,知识,0
knowledge:.NET语言,.NET语言,知识,0
knowledge:.com域名,.com域名,知识,0
knowledge:.com格式,.com格式,知识,0
knowledge:.com英文域名,.com英文域名,知识,0
knowledge:.net,.net,知识,0
knowledge:.net framework环境,.net framework环境,知识,0
knowledge:.net 网站,.net 网站,知识,0
knowledge:.net开发,.net开发,知识,0
knowledge:.net语言,.net语言,知识,0
knowledge:0,0,知识,0
knowledge:0-12岁小儿,0-12岁小儿,知识,0
knowledge:0.2元每张,0.2元每张,知识,0
knowledge:0.75×30袋,0.75×30袋,知识,0
knowledge:03月14日,03月14日,知识,0
knowledge:08版CAD图纸,08版CAD图纸,知识,0
knowledge:1,1,知识,0
"knowledge:1+1,2+1亲子游旅游","1+1,2+1亲子游旅游",知识,0
knowledge:1+1品牌,1+1品牌,知识,0
knowledge:1-2张,1-2张,知识,0
knowledge:1-3万,1-3万,知识,0
knowledge:1-3页,1-3页,知识,0
knowledge:1-4个字之内,1-4个字之内,知识,0
knowledge:1-5分钟随机,1-5分钟随机,知识,0
knowledge:1.0米高X0.2米宽,1.0米高X0.2米宽,知识,0
knowledge:1.2*14米,1.2*14米,知识,0
knowledge:1.2*28米,1.2*28米,知识,0
knowledge:1.22米X2.42米,1.22米X2.42米,知识,0
knowledge:1.2M*0.9M,1.2M*0.9M,知识,0
knowledge:1.5*38米,1.5*38米,知识,0
knowledge:1.5*6M,1.5*6M,知识,0
knowledge:1.5m*3.5m,1.5m*3.5m,知识,0
knowledge:1.5米长X1.2米宽,1.5米长X1.2米宽,知识,0
knowledge:1.6M长、1.2米高,1.6M长、1.2米高,知识,0
knowledge:1.8米长X1.2米宽,1.8米长X1.2米宽,知识,0
knowledge:1.8米高度,1.8米高度,知识,0
knowledge:10--30岁男女,10--30岁男女,知识,0
knowledge:10-15页,10-15页,知识,0
knowledge:10-16岁的儿童,10-16岁的儿童,知识,0
knowledge:10-19张,10-19张,知识,0
knowledge:10-K reports do not have a CEO letter,10-K reports do not have a CEO letter,知识,0
knowledge:100%中奖,100%中奖,知识,0
knowledge:100%品牌原创,100%品牌原创,知识,0
knowledge:100%大豆油,100%大豆油,知识,0
knowledge:100%纯植物有机硒,100%纯植物有机硒,知识,0
knowledge:100%还原设计稿,100%还原设计稿,知识,0
knowledge:100-200字,100-200字,知识,0
knowledge:10000,10000,知识,0
knowledge:10000-30000,10000-30000,知识,0
knowledge:1000000U币,1000000U币,知识,0
knowledge:10000U币,10000U币,知识,0
knowledge:10000元,10000元,知识,0
knowledge:10000钻=1元,10000钻=1元,知识,0
knowledge:1000px*50px,1000px*50px,知识,0
knowledge:1000x600像素,1000x600像素,知识,0
knowledge:1000以内,1000以内,知识,0
knowledge:1000元,1000元,知识,0
knowledge:1000台,1000台,知识,0
knowledge:1000字,1000字,知识,0
knowledge:1000字以内最佳,1000字以内最佳,知识,0
knowledge:1000字左右,1000字左右,知识,0
knowledge:1000字截图,1000字截图,知识,0
knowledge:1000米范围,1000米范围,知识,0
knowledge:100V变压器箱,100V变压器箱,知识,0
knowledge:100元,100元,知识,0
knowledge:100元/篇,100元/篇,知识,0
knowledge:100元一稿,100元一稿,知识,0
knowledge:100元奖励,100元奖励,知识,0
knowledge:100元费用,100元费用,知识,0
knowledge:100分的名字,100分的名字,知识,0
knowledge:100字以内,100字以内,知识,0
knowledge:100字的截图,100字的截图,知识,0
knowledge:100张左右图片,100张左右图片,知识,0
knowledge:1024X768以上,1024X768以上,知识,0
knowledge:1024x768像素,1024x768像素,知识,0
knowledge:1028x720像素,1028x720像素,知识,0
knowledge:104方,104方,知识,0
