Source,Target,Type,EdgeType
任务编号：1022903,knowledge:海康摄像头,关联,订单-知识
任务编号：1022903,knowledge:跌倒检测程序,关联,订单-知识
任务编号：1022903,knowledge:连接摄像头,关联,订单-知识
任务编号：1022903,knowledge:检测跌倒,关联,订单-知识
任务编号：1022903,knowledge:报警到服务器,关联,订单-知识
任务编号：1022903,knowledge:Java,关联,订单-知识
任务编号：1022903,knowledge:HTTP接口,关联,订单-知识
任务编号：1020359,knowledge:动态二维码,关联,订单-知识
任务编号：1020359,knowledge:静态二维码,关联,订单-知识
任务编号：1020359,knowledge:手机,关联,订单-知识
任务编号：1020359,knowledge:扫码识别,关联,订单-知识
任务编号：1005092,knowledge:图片识别软件,关联,订单-知识
任务编号：1005092,knowledge:特定区域数字识别,关联,订单-知识
任务编号：1005092,knowledge:CSV文件,关联,订单-知识
任务编号：1005092,knowledge:EXCEL文件,关联,订单-知识
任务编号：1025301,knowledge:数据采集,关联,订单-知识
任务编号：1025301,knowledge:知识产权相关新闻网站,关联,订单-知识
任务编号：1025301,knowledge:模块采集,关联,订单-知识
任务编号：1025301,knowledge:入库解析,关联,订单-知识
任务编号：1022320,knowledge:数据采集,关联,订单-知识
任务编号：1022320,knowledge:爬取上市公司年报,关联,订单-知识
任务编号：1022320,knowledge:合作,关联,订单-知识
任务编号：1022320,knowledge:访谈,关联,订单-知识
任务编号：1021210,knowledge:医院网址,关联,订单-知识
任务编号：1021210,knowledge:手动收集,关联,订单-知识
任务编号：1021210,knowledge:医院,关联,订单-知识
任务编号：1021210,knowledge:春雨医生网站,关联,订单-知识
任务编号：1021210,knowledge:条,关联,订单-知识
任务编号：1020642,knowledge:上市公司高管,关联,订单-知识
任务编号：1020642,knowledge:个人微博信息,关联,订单-知识
任务编号：1020642,knowledge:关注列表,关联,订单-知识
任务编号：1020642,knowledge:发布的内容,关联,订单-知识
任务编号：1020642,knowledge:评论,关联,订单-知识
任务编号：1019903,knowledge:数据采集任务,关联,订单-知识
任务编号：1019903,knowledge:数据格式要求,关联,订单-知识
任务编号：1019903,knowledge:Python,关联,订单-知识
任务编号：1019903,knowledge:Java,关联,订单-知识
任务编号：1019903,knowledge:第三方采集工具,关联,订单-知识
任务编号：1019903,knowledge:熟悉数据采集的朋友,关联,订单-知识
任务编号：982186,knowledge:水位视觉识别,关联,订单-知识
任务编号：982186,knowledge:AI技术,关联,订单-知识
任务编号：982186,knowledge:固定相机,关联,订单-知识
任务编号：982186,knowledge:玻璃管子,关联,订单-知识
任务编号：982186,knowledge:水面线,关联,订单-知识
任务编号：982186,knowledge:低采样率,关联,订单-知识
任务编号：982186,knowledge:源代码,关联,订单-知识
任务编号：982186,knowledge:电脑,关联,订单-知识
任务编号：984692,knowledge:商标图形设计,关联,订单-知识
任务编号：984692,knowledge:简洁有寓意,关联,订单-知识
任务编号：984692,knowledge:大气,关联,订单-知识
任务编号：984692,knowledge:简洁,关联,订单-知识
任务编号：984692,knowledge:行业特点,关联,订单-知识
任务编号：984692,knowledge:视觉冲击力,关联,订单-知识
任务编号：984692,knowledge:醒目易识别,关联,订单-知识
任务编号：984692,knowledge:原创,关联,订单-知识
任务编号：984692,knowledge:未侵犯他人著作权,关联,订单-知识
任务编号：984692,knowledge:知识产权,关联,订单-知识
任务编号：984692,knowledge:大米袋子,关联,订单-知识
任务编号：984692,knowledge:莲或花,关联,订单-知识
任务编号：1009157,knowledge:财务咨询顾问协议,关联,订单-知识
任务编号：1009157,knowledge:合伙设立公司协议,关联,订单-知识
任务编号：1009157,knowledge:融资方案策划,关联,订单-知识
任务编号：1009157,knowledge:代理融资,关联,订单-知识
任务编号：1009157,knowledge:财务优化,关联,订单-知识
任务编号：1009157,knowledge:技术方,关联,订单-知识
任务编号：1009157,knowledge:资金方,关联,订单-知识
任务编号：1009157,knowledge:运营方,关联,订单-知识
任务编号：1025384,knowledge:网站UI设计,关联,订单-知识
任务编号：1025384,knowledge:网站内容充实,关联,订单-知识
任务编号：1025384,knowledge:设计一个颜色,关联,订单-知识
任务编号：1025384,knowledge:化工检测行业客户,关联,订单-知识
任务编号：1025384,knowledge:版权合规,关联,订单-知识
任务编号：1026206,knowledge:APP功能,关联,订单-知识
任务编号：1026206,knowledge:UI设计,关联,订单-知识
任务编号：1026206,knowledge:风格不一样,关联,订单-知识
任务编号：1026206,knowledge:功能一样,关联,订单-知识
任务编号：1026206,knowledge:原APP界面,关联,订单-知识
任务编号：1026206,knowledge:所有的模块,关联,订单-知识
任务编号：1026199,knowledge:微信小程序,关联,订单-知识
任务编号：1026199,knowledge:视频展示,关联,订单-知识
任务编号：1026199,knowledge:文章内容展示,关联,订单-知识
任务编号：1026199,knowledge:地图功能,关联,订单-知识
任务编号：1026199,knowledge:地块标注,关联,订单-知识
任务编号：1026199,knowledge:首页设计,关联,订单-知识
任务编号：1026199,knowledge:版权合规,关联,订单-知识
任务编号：1026118,knowledge:生产计划管理系统,关联,订单-知识
任务编号：1026118,knowledge:计划管理,关联,订单-知识
任务编号：1025962,knowledge:采集集天眼查全国企业数据,关联,订单-知识
任务编号：1025962,knowledge:定期同步数据,关联,订单-知识
任务编号：1025962,knowledge:项目交付,关联,订单-知识
任务编号：1025962,knowledge:菜集入库去重,关联,订单-知识
任务编号：1025962,knowledge:会员账号个数,关联,订单-知识
任务编号：1025962,knowledge:数据验证完整性,关联,订单-知识
任务编号：1025956,knowledge:原型设计,关联,订单-知识
任务编号：1025956,knowledge:需求分析,关联,订单-知识
任务编号：1025956,knowledge:郑州,关联,订单-知识
任务编号：1025703,knowledge:APP,关联,订单-知识
任务编号：1025703,knowledge:新能源设备销售系统,关联,订单-知识
任务编号：1025703,knowledge:尾款结算,关联,订单-知识
任务编号：1025703,knowledge:服务商,关联,订单-知识
任务编号：1025700,knowledge:微信小游戏,关联,订单-知识
任务编号：1025700,knowledge:点赞小游戏,关联,订单-知识
任务编号：1025700,knowledge:足球竞技,关联,订单-知识
任务编号：1025700,knowledge:联机匹配模式,关联,订单-知识
任务编号：1025700,knowledge:好友对战模式,关联,订单-知识
任务编号：1025700,knowledge:人机模式,关联,订单-知识
任务编号：1025700,knowledge:足球快斗,关联,订单-知识
任务编号：1025700,knowledge:个人项目,关联,订单-知识
任务编号：1025387,knowledge:新能源设备销售系统,关联,订单-知识
任务编号：1025387,knowledge:产品,关联,订单-知识
任务编号：1025387,knowledge:灵活组成,关联,订单-知识
任务编号：1025387,knowledge:中英双语,关联,订单-知识
任务编号：1025387,knowledge:新能源生产厂,关联,订单-知识
任务编号：1025387,knowledge:服务商,关联,订单-知识
任务编号：1025387,knowledge:相关经验,关联,订单-知识
任务编号：1025374,knowledge:校园官网,关联,订单-知识
任务编号：1025374,knowledge:源码更改,关联,订单-知识
任务编号：1025374,knowledge:校园用户,关联,订单-知识
任务编号：1025315,knowledge:APP软件,关联,订单-知识
任务编号：1025315,knowledge:源码,关联,订单-知识
任务编号：1025315,knowledge:用户端,关联,订单-知识
任务编号：1025315,knowledge:技师端,关联,订单-知识
任务编号：1025315,knowledge:小程序,关联,订单-知识
任务编号：1025315,knowledge:东郊到家,关联,订单-知识
任务编号：1025315,knowledge:案例,关联,订单-知识
任务编号：1025315,knowledge:价格可谈,关联,订单-知识
任务编号：1025216,knowledge:房车停车信息共享小程序,关联,订单-知识
任务编号：1025216,knowledge:共享房车的停车信息,关联,订单-知识
任务编号：1025216,knowledge:与“遨驰露营”小程序和“窝友自驾”app相似,关联,订单-知识
任务编号：1024828,knowledge:定制开发网站,关联,订单-知识
任务编号：1024814,knowledge:c++,关联,订单-知识
任务编号：1024814,knowledge:协议调试,关联,订单-知识
任务编号：1024814,knowledge:接口调试,关联,订单-知识
任务编号：1024814,knowledge:数据存储,关联,订单-知识
任务编号：1024671,knowledge:竞拍平台,关联,订单-知识
任务编号：1024671,knowledge:脚本,关联,订单-知识
任务编号：1024671,knowledge:经验,关联,订单-知识
任务编号：1024559,knowledge:qt页面开发,关联,订单-知识
任务编号：1024559,knowledge:流程梳理,关联,订单-知识
任务编号：1024559,knowledge:业务逻辑完成,关联,订单-知识
任务编号：1024559,knowledge:qt,关联,订单-知识
任务编号：1024311,knowledge:商城小程序,关联,订单-知识
任务编号：1024311,knowledge:点餐外卖系统模式,关联,订单-知识
任务编号：1024311,knowledge:学生,关联,订单-知识
任务编号：1024311,knowledge:简单功能,关联,订单-知识
任务编号：1024311,knowledge:模板,关联,订单-知识
任务编号：1024311,knowledge:史女士,关联,订单-知识
任务编号：1024311,knowledge:北京,关联,订单-知识
任务编号：1024218,knowledge:小程序,关联,订单-知识
任务编号：1024218,knowledge:直播培训报课功能,关联,订单-知识
任务编号：1024218,knowledge:后台数据分享,关联,订单-知识
任务编号：1024218,knowledge:在线扫码验证会员,关联,订单-知识
任务编号：1024218,knowledge:图文资讯,关联,订单-知识
任务编号：1024218,knowledge:听课会员,关联,订单-知识
任务编号：1024218,knowledge:沙龙会员,关联,订单-知识
任务编号：1024218,knowledge:私董会员,关联,订单-知识
任务编号：1024218,knowledge:产品橱窗,关联,订单-知识
任务编号：1024218,knowledge:订单系统数据画像分析,关联,订单-知识
任务编号：1024218,knowledge:一年免费听课,关联,订单-知识
任务编号：1024218,knowledge:三种会员权限系统,关联,订单-知识
任务编号：1024218,knowledge:深圳,关联,订单-知识
任务编号：1024218,knowledge:尽快,关联,订单-知识
任务编号：1024121,knowledge:医美行业服务平台,关联,订单-知识
任务编号：1024121,knowledge:二期款,关联,订单-知识
任务编号：1024121,knowledge:指定合作方,关联,订单-知识
任务编号：1024069,knowledge:网站管理功能开发,关联,订单-知识
任务编号：1024069,knowledge:简单,关联,订单-知识
任务编号：1024069,knowledge:胡先生,关联,订单-知识
任务编号：1024069,knowledge:微信,关联,订单-知识
任务编号：1024069,knowledge:服务商地域不限,关联,订单-知识
任务编号：1024069,knowledge:已确定合作者,关联,订单-知识
任务编号：1024069,knowledge:未定,关联,订单-知识
任务编号：1023990,knowledge:医美行业服务平台,关联,订单-知识
任务编号：1023990,knowledge:行业SAAS系统,关联,订单-知识
