ID,Name,type,[z]
图像识别,图像识别,能力,2
数据采集,数据采集,能力,2
商标注册,商标注册,能力,2
法律文书,法律文书,能力,2
网站UI设计,网站UI设计,能力,2
小程序开发,小程序开发,能力,2
其他软件开发,其他软件开发,能力,2
企业官网,企业官网,能力,2
门户网站,门户网站,能力,2
餐饮,餐饮,能力,2
APP开发,APP开发,能力,2
安全服务,安全服务,能力,2
产品原型设计,产品原型设计,能力,2
H5开发,H5开发,能力,2
手机网站,手机网站,能力,2
网站二次开发,网站二次开发,能力,2
其他网站,其他网站,能力,2
软件UI设计,软件UI设计,能力,2
电商网站,电商网站,能力,2
定制开发,定制开发,能力,2
APP界面设计,APP界面设计,能力,2
营销型网站,营销型网站,能力,2
脚本开发,脚本开发,能力,2
采集工具,采集工具,能力,2
微信开发,微信开发,能力,2
系统工具,系统工具,能力,2
前端开发,前端开发,能力,2
响应式网站,响应式网站,能力,2
其他VR/AR,其他VR/AR,能力,2
区块链应用,区块链应用,能力,2
API接口,API接口,能力,2
手游开发,手游开发,能力,2
物联网,物联网,能力,2
后端开发,后端开发,能力,2
嵌入式软件,嵌入式软件,能力,2
模板建站,模板建站,能力,2
其他管理软件,其他管理软件,能力,2
机器人,机器人,能力,2
其他工具软件,其他工具软件,能力,2
旅游出行,旅游出行,能力,2
商城建设,商城建设,能力,2
电子设备,电子设备,能力,2
测试服务,测试服务,能力,2
OA系统,OA系统,能力,2
项目管理软件,项目管理软件,能力,2
运维服务,运维服务,能力,2
页游/端游开发,页游/端游开发,能力,2
SAAS软件,SAAS软件,能力,2
品牌起名,品牌起名,能力,2
宝宝起名,宝宝起名,能力,2
宣传策划,宣传策划,能力,2
公司起名,公司起名,能力,2
广告策划,广告策划,能力,2
节假日祝福,节假日祝福,能力,2
店铺/网店起名,店铺/网店起名,能力,2
营销推广软文,营销推广软文,能力,2
专业代笔,专业代笔,能力,2
品牌故事,品牌故事,能力,2
网店取名,网店取名,能力,2
项目策划,项目策划,能力,2
产品卖点,产品卖点,能力,2
文学创作,文学创作,能力,2
成人起名,成人起名,能力,2
其他内容创作,其他内容创作,能力,2
商业提案,商业提案,能力,2
编辑校对,编辑校对,能力,2
生日祝福,生日祝福,能力,2
咨询服务,咨询服务,能力,2
数据录入,数据录入,能力,2
网络接单,网络接单,能力,2
营销解决方案,营销解决方案,能力,2
征集点子,征集点子,能力,2
口碑营销,口碑营销,能力,2
整合营销,整合营销,能力,2
网站优化方案,网站优化方案,能力,2
公众号推广,公众号推广,能力,2
APP推广,APP推广,能力,2
问卷调查,问卷调查,能力,2
微信代运营,微信代运营,能力,2
小程序推广,小程序推广,能力,2
微信推广,微信推广,能力,2
新房装修,新房装修,能力,2
办公空间,办公空间,能力,2
其他建筑设计,其他建筑设计,能力,2
施工图设计,施工图设计,能力,2
医疗机构,医疗机构,能力,2
效果图设计,效果图设计,能力,2
