Source,Target,Type
knowledge:图片,knowledge:重命名归类,设计
knowledge:重命名归类,knowledge:标签文件夹,面向
knowledge:关键词,knowledge:图片,选取
knowledge:12万张图片,knowledge:图片,目标数量
knowledge:2~5张百度图片,knowledge:关键词,约束
knowledge:每一千张为一单,knowledge:12万张图片,细分
knowledge:excel表1数据,knowledge:表2,生成
knowledge:F列,knowledge:份数生成,依据
knowledge:excel表1数据,knowledge:数据生成,设计
knowledge:excel表1数据,knowledge:页码件数,统计
knowledge:excel表1数据,knowledge:最大页码数,统计
knowledge:实业公司,knowledge:名称要求,设计
knowledge:实业公司,knowledge:长租公寓,面向
knowledge:名称要求,knowledge:厦门工商,受限于
knowledge:名称要求,knowledge:字号2—4个字,受限于
knowledge:名称要求,knowledge:厦门市市场监督管理局,受限于
knowledge:公司注册,knowledge:高档整装,设计
knowledge:高档整装,knowledge:环保,关注
knowledge:高档整装,knowledge:容易记忆,设计功能
knowledge:高档整装,knowledge:琅琅上口,设计功能
knowledge:高档整装,knowledge:接地气,设计功能
knowledge:高档整装,knowledge:当下流行的词语,命名选择
knowledge:高档整装,knowledge:重庆历史文化,命名选择
knowledge:高档整装,knowledge:重庆接地气的名字,命名选择
knowledge:公司注册,knowledge:注册,要求
knowledge:企业LOGO,knowledge:企业形象,设计
knowledge:企业LOGO,knowledge:原创,要求
knowledge:东莞市伍环奥体体育科技有限公司,knowledge:企业LOGO,面向
knowledge:企业LOGO,knowledge:奥运五环侵权,约束
knowledge:体育元素,knowledge:企业LOGO,设计
knowledge:科技元素,knowledge:企业LOGO,设计
knowledge:五色,knowledge:体育元素,设计
knowledge:原创,knowledge:知识产权说明,满足
knowledge:儿童体质健康领域,knowledge:企业LOGO,面向
knowledge:Apple企业账号,knowledge:完整账号信息,需要包含
knowledge:Apple企业账号,knowledge:账号申请邮箱,需要包含
knowledge:Apple企业账号,knowledge:密保,需要包含
knowledge:Apple企业账号,knowledge:账号密码,需要包含
knowledge:Apple企业账号,knowledge:企业资料,需要具体以沟通
knowledge:形象展示墙,knowledge:科技感觉,设计
knowledge:形象展示墙,knowledge:智能家居,面向
knowledge:形象展示墙,knowledge:3.75米,高度
knowledge:效果图设计,knowledge:公司大门效果图,设计
knowledge:公司大门效果图,knowledge:公司logo,包含
knowledge:公司大门效果图,knowledge:四川博能燃气股份有限公司,面向
knowledge:大门宽7.2米,knowledge:公司大门效果图,限制
knowledge:公司大门效果图,knowledge:包含公司的logo,包含
knowledge:公司大门效果图,knowledge:包含燃气管道等相关元素,包含
knowledge:设计师,knowledge:网站UI设计,负责
knowledge:网站UI设计,knowledge:网站颜色与字体搭配,包含
knowledge:网站首页版面,knowledge:颜色搭配,需要
knowledge:网站首页版面,knowledge:字体搭配,需要
knowledge:颜色搭配,knowledge:专业,要求
knowledge:颜色搭配,knowledge:美观,要求
knowledge:颜色搭配,knowledge:简洁,要求
knowledge:网站LOGO颜色,knowledge:颜色搭配,依据
knowledge:UI设计,knowledge:阳光,设计风格
knowledge:UI设计,knowledge:小清新,设计风格
knowledge:UI设计,knowledge:架构不变,遵循
knowledge:UI设计,knowledge:底部图标,修改
knowledge:UI设计,knowledge:整体颜色风格,修改
knowledge:UI设计,knowledge:板块图片,修改
knowledge:详情页设计,knowledge:二手车平台,面向
knowledge:活动页面,knowledge:年轻人,面向
knowledge:视觉冲击,knowledge:活动页面,设计
knowledge:Photoshop,knowledge:详情页设计,工具
knowledge:公平性清晰显示,knowledge:活动页面,约束
knowledge:分享担保助力降价,knowledge:活动页面,设计
knowledge:活动内容简单详尽,knowledge:活动页面,约束
knowledge:突出重点,knowledge:活动页面,约束
knowledge:参与入口键,knowledge:活动页面,包含
knowledge:网站首页效果图,knowledge:WEGAME软件,参考
knowledge:网站首页效果图,knowledge:网站整体设计,部分
knowledge:HTML格式的板面设计,knowledge:美观,设计要求
knowledge:HTML格式的板面设计,knowledge:时尚,设计要求
knowledge:HTML格式的板面设计,knowledge:条理清晰,设计要求
knowledge:HTML格式的板面设计,knowledge:报价单的形式,设计风格
knowledge:HTML格式的板面设计,knowledge:客户信息,详细表达
knowledge:HTML格式的板面设计,knowledge:企业经营特性,充分表达
knowledge:HTML格式的板面设计,knowledge:眉头,注意
knowledge:HTML格式的板面设计,knowledge:眉脚,注意
knowledge:HTML格式的板面设计,knowledge:字体,注意
knowledge:原始模板,knowledge:HTML格式的板面设计,参考
knowledge:靠枕,knowledge:效果图,设计
knowledge:靠枕,knowledge:酒店风格,面向
knowledge:靠枕,knowledge:爱特莱斯布料,采用
knowledge:靠枕,knowledge:三升客栈,面向
knowledge:靠枕,knowledge:霍城县田夕农业开发有限公司,面向
knowledge:美容仪器UI,knowledge:10英寸电容触控串口组态屏,设计
knowledge:触控操作流程,knowledge:美容仪器UI,设计
knowledge:组态屏美工素材,knowledge:美容仪器UI,设计
knowledge:单片机控制程序,knowledge:美容仪器UI,可选设计
knowledge:10英寸电容触控串口组态屏,knowledge:分辨率1024x600,物理约束
knowledge:设计,knowledge:年轻人,面向
knowledge:美容仪器UI,knowledge:射频IC卡支付,支持
knowledge:美容仪器UI,knowledge:微信二维码支付,支持
knowledge:网站首页效果图,knowledge:绝地求生主题,设计
knowledge:瑜伽产品,knowledge:保护关节,设计
knowledge:瑜伽产品,knowledge:避免或缓解疼痛,设计
knowledge:瑜伽产品,knowledge:慢性疼痛或损伤恢复者,面向
knowledge:瑜伽产品,knowledge:专利说明书,受制于
knowledge:瑜伽产品,knowledge:15CM直径,物理限制
knowledge:瑜伽产品,knowledge:1.7CM高,物理限制
knowledge:瑜伽产品,knowledge:3CM斜面长度,物理限制
knowledge:瑜伽产品,knowledge:硅胶,材料
knowledge:5小时能量产品官方网站首页,knowledge:UI界面,设计
knowledge:UI界面,knowledge:产品特性,反映
knowledge:5小时能量产品官方网站首页,knowledge:合美国时尚风格,风格
knowledge:UI界面,knowledge:能量冲击,设计
knowledge:UI界面,knowledge:快速提神,设计
knowledge:UI界面,knowledge:AI,工具
knowledge:UI界面,knowledge:平面设计软件,工具
knowledge:5小时能量产品官方网站首页,knowledge:年轻人,面向
knowledge:5小时能量产品官方网站首页,knowledge:司机,面向
knowledge:5小时能量产品官方网站首页,knowledge:学生,面向
knowledge:5小时能量产品官方网站首页,knowledge:加班一族,面向
knowledge:APP,knowledge:BUG修改,需要
knowledge:BUG修改,knowledge:安卓,面向
knowledge:BUG修改,knowledge:个人,执行
knowledge:个人,knowledge:QQ,联系
knowledge:价格面议,knowledge:BUG修改,费用
knowledge:企业官网,knowledge:网站美观大气,设计
knowledge:企业官网,knowledge:参考网站,参考
knowledge:企业官网,knowledge:原有网址,基于
knowledge:国际物流小程序,knowledge:在线下单功能,设计
knowledge:国际物流小程序,knowledge:财务管理功能,设计
knowledge:国际物流小程序,knowledge:客户注册功能,设计
knowledge:国际物流小程序,knowledge:入仓和各站点扫描功能,设计
knowledge:国际物流小程序,knowledge:快递物流轨迹功能,设计
knowledge:国际物流小程序,knowledge:分流打包交接功能,设计
knowledge:国际物流小程序,knowledge:签收扫描功能,设计
knowledge:国际物流小程序,knowledge:在线支付功能,设计
knowledge:国际物流小程序,knowledge:推送账单通知功能,设计
knowledge:国际物流小程序,knowledge:到货通知功能,设计
knowledge:国际物流小程序,knowledge:入仓扫描打印功能,设计
knowledge:在线支付功能,knowledge:第三方支付,工具
knowledge:小程序,knowledge:iOS系统付费通道,设计
knowledge:小程序,knowledge:VIP功能,设计
knowledge:小程序,knowledge:修改提示语文字,设计
knowledge:小程序,knowledge:VIP功能,设计
knowledge:小程序,knowledge:iOS系统付费通道,设计
knowledge:小程序,knowledge:提示语文字,修改
knowledge:开发,knowledge:书架,设计
knowledge:开发,knowledge:webgl,使用工具
knowledge:开发,knowledge:three.js,使用工具
knowledge:电商网站,knowledge:打包为app,设计
knowledge:打包为app,knowledge:苹果,面向
