Source,Target,Type,EdgeType
knowledge:中华寿喜文化商标,knowledge:全球华人,面向,知识-知识
knowledge:中华寿喜文化商标,knowledge:喜欢中华寿喜文化的世界友人,面向,知识-知识
knowledge:中华寿喜文化商标,knowledge:简洁明快,呈现风格,知识-知识
knowledge:中华寿喜文化商标,knowledge:大气,呈现风格,知识-知识
knowledge:中华寿喜文化商标,knowledge:简约,呈现风格,知识-知识
knowledge:商标注册,knowledge:原创,需满足,知识-知识
knowledge:商标注册,knowledge:法律合规,需满足,知识-知识
knowledge:中华寿喜文化商标,knowledge:知识产权,含有,知识-知识
knowledge:女裤详情页,knowledge:页面设计,设计,知识-知识
knowledge:网站UI设计,knowledge:女裤详情页设计,设计,知识-知识
knowledge:女裤详情页设计,knowledge:电话,联系方式,知识-知识
knowledge:软件UI设计,knowledge:app图标,设计,知识-知识
knowledge:高清图标,knowledge:psd格式原始文件,输出格式,知识-知识
knowledge:app图标,knowledge:公开使用,设计要求,知识-知识
knowledge:app图标,knowledge:碎片恋人字样,设计内容,知识-知识
knowledge:app图标,knowledge:碎片lover字样,设计内容,知识-知识
knowledge:app图标,knowledge:碎片水晶图示,设计风格,知识-知识
knowledge:app图标,knowledge:性感诱惑元素,设计风格,知识-知识
knowledge:微信界面,knowledge:页面设计,设计,知识-知识
knowledge:页面设计,knowledge:手机操控,符合,知识-知识
knowledge:页面设计,knowledge:界面设计一,依据,知识-知识
knowledge:页面设计,knowledge:界面设计二,依据,知识-知识
knowledge:页面设计,knowledge:一个页面浏览完毕,限制,知识-知识
knowledge:X展架,knowledge:微信公众号,设计,知识-知识
knowledge:X展架,knowledge:金钥匙财富,面向,知识-知识
knowledge:金钥匙财富,knowledge:财富大门,寓意,知识-知识
knowledge:金钥匙财富,knowledge:理财专区,包含,知识-知识
knowledge:金钥匙财富,knowledge:投资专区,包含,知识-知识
knowledge:金钥匙财富,knowledge:健康教子,包含,知识-知识
knowledge:安卓手机应用图标,knowledge:灯具行业,面向,知识-知识
knowledge:安卓手机应用图标,knowledge:简约,设计风格,知识-知识
