Source,Target,Type
任务编号：467629,knowledge:车队合作,关联
任务编号：467629,knowledge:合同撰写,关联
任务编号：467629,knowledge:旅游业务,关联
任务编号：467629,knowledge:包车业务,关联
任务编号：467629,knowledge:邮箱联系,关联
任务编号：467629,knowledge:责任规划,关联
任务编号：467629,knowledge:承担责任,关联
任务编号：467591,knowledge:海外仓网站首页,关联
任务编号：467591,knowledge:亚马逊客户,关联
任务编号：467591,knowledge:速卖通客户,关联
任务编号：467591,knowledge:海外仓服务,关联
任务编号：467591,knowledge:www.yanhuo.com,关联
任务编号：466342,knowledge:网页UI,关联
任务编号：466342,knowledge:云记事本,关联
任务编号：466342,knowledge:云收藏夹,关联
任务编号：466342,knowledge:界面功能,关联
任务编号：466342,knowledge:分三个版块,关联
任务编号：466342,knowledge:详情看图,关联
任务编号：466342,knowledge:收藏网址,关联
任务编号：466342,knowledge:添加删除,关联
任务编号：466342,knowledge:网址分类,关联
任务编号：461489,knowledge:首页,关联
任务编号：461489,knowledge:风格优化设计,关联
任务编号：461489,knowledge:旅行语音解说项目,关联
任务编号：461489,knowledge:QQ1145062242,关联
任务编号：460951,knowledge:网站首页,关联
任务编号：460951,knowledge:UI设计,关联
任务编号：460951,knowledge:工业,关联
任务编号：460951,knowledge:复古,关联
任务编号：460951,knowledge:一起作业网的首页,关联
任务编号：457886,knowledge:社区论坛首页,关联
任务编号：457886,knowledge:教育类风格,关联
任务编号：457886,knowledge:空间紧凑合理,关联
任务编号：457886,knowledge:内容丰富,关联
任务编号：457886,knowledge:三个搜索框,关联
任务编号：457886,knowledge:百度,关联
任务编号：457886,knowledge:淘宝,关联
任务编号：457886,knowledge:站内,关联
任务编号：457886,knowledge:便民网址导航,关联
任务编号：457886,knowledge:论坛分类,关联
任务编号：457886,knowledge:榜单,关联
任务编号：457886,knowledge:图片文字抢眼,关联
任务编号：457886,knowledge:LOGO,关联
任务编号：457886,knowledge:自由上色,关联
任务编号：457441,knowledge:餐饮软件PAD界面,关联
任务编号：457441,knowledge:美观,关联
任务编号：457441,knowledge:大方,关联
任务编号：457441,knowledge:原创,关联
任务编号：457441,knowledge:第一次发布,关联
任务编号：457441,knowledge:未侵犯他人的著作权,关联
任务编号：456636,knowledge:餐饮软件界面,关联
任务编号：456636,knowledge:美观,关联
任务编号：456636,knowledge:大方,关联
任务编号：456636,knowledge:原创,关联
任务编号：456636,knowledge:第一次发布,关联
任务编号：456636,knowledge:未侵犯他人的著作权,关联
任务编号：456636,knowledge:知识产权,关联
任务编号：456636,knowledge:桌台,关联
任务编号：456636,knowledge:功能,关联
任务编号：456636,knowledge:布局,关联
任务编号：454279,knowledge:店铺海报封面,关联
任务编号：454279,knowledge:二维码,关联
任务编号：454279,knowledge:简单大方,关联
任务编号：454279,knowledge:浅色背景,关联
任务编号：454279,knowledge:地址,关联
任务编号：454279,knowledge:联系电话,关联
